lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
lender	noun	noun	a person or institution that lends money	放款人；貸方	金融用語，常見 a mortgage lender（房貸放款機構），與 borrower（借款人）相對。	The lender required proof of income before approving the loan.	這家放款機構在核准貸款前要求提供收入證明。
lengthy	adjective	adjective	very long, especially in duration	冗長的；漫長的	常修飾 meeting、process，如 a lengthy discussion（冗長的討論），常帶輕微負面意味。	The negotiations were lengthy and often tense.	這場談判過程冗長，而且經常氣氛緊張。
lenient	adjective	adjective	permissive or tolerant; not strict or harsh	寬容的；寬大的	常見 a lenient punishment（從輕的處罰），與 strict（嚴格的）相對。	The judge was criticized for handing down a lenient sentence.	這位法官因判處輕刑而受到批評。
lens	noun	noun	a piece of glass or transparent material used to focus light, or a way of viewing or interpreting something	透鏡；鏡頭；（觀點的）視角	常見 a camera lens（相機鏡頭）；比喻用法如 view something through a different lens（用不同的視角看待某事）。	She viewed the situation through the lens of her own experience.	她透過自身經驗的視角來看待這個情況。
lethal	adjective	adjective	sufficient to cause death; extremely dangerous	致命的；有殺傷力的	常見 a lethal dose（致命劑量）、a lethal weapon（致命武器），語氣強烈正式。	The snake's venom is lethal if not treated immediately.	這種蛇的毒液若不立即治療會致命。
lexical	adjective	adjective	relating to the words or vocabulary of a language	詞彙的；與詞彙有關的	語言學用語，常見 lexical knowledge（詞彙知識），較為專業，日常口語少用。	The course focuses on expanding students' lexical range.	這門課程著重於擴展學生的詞彙量。
liability	noun	noun	the state of being legally responsible for something, or a person or thing that causes problems or disadvantage	（法律上的）責任；負債；累贅	法律及財務用語，常見 limited liability（有限責任）；也可指造成麻煩的人或事，如 he's a liability to the team。	The company faces liability for damages caused by the defective product.	這家公司必須為瑕疵產品所造成的損害負起法律責任。
liaison	noun	noun	communication or cooperation between people or organizations, or a person who facilitates this	聯絡；聯繫；（負責溝通協調的）聯絡人	常見 a liaison officer（聯絡官）；也指部門間的協調溝通，如 maintain close liaison with。	She serves as the liaison between the marketing and engineering teams.	她擔任行銷與工程團隊之間的聯絡人。
liberal	adjective	adjective	open to new behavior or opinions and willing to discard traditional values, or generous in giving or spending	開明的；自由派的；慷慨大方的	常見 liberal views（開明的觀點）；政治語境指自由派立場，與 conservative（保守派）相對。	She holds fairly liberal views on social issues.	她在社會議題上抱持相當開明的觀點。
liberal	noun	noun	a person who holds liberal political or social views	自由派人士	政治語境常用，指主張社會改革、個人自由的政治立場者，與 conservative 相對。	The debate featured both liberals and conservatives.	這場辯論邀請了自由派和保守派人士。
liberty	noun	noun	the state of being free from oppressive restrictions; freedom	自由；自由權	常見 personal liberty（個人自由）、take the liberty of doing something（擅自做某事）。	The revolution was fought in the name of liberty and equality.	這場革命是以自由與平等之名而發起的。
librarian	noun	noun	a person who works in or manages a library	圖書館員	常見於教育或圖書館語境，如 ask the librarian for help（向圖書館員求助）。	The librarian helped her find the right books for her research.	圖書館員幫助她找到了適合研究用的書籍。
lick	noun	noun	an act of licking, or a small amount of something	舔（的動作）；一點點（分量）	常見 a lick of paint（一層薄薄的油漆），口語用法，強調少量或簡短的動作。	The room just needs a lick of paint to look fresh.	這個房間只需要刷上一層薄薄的油漆就能煥然一新。
lick	verb	verb	to pass the tongue over something	舔	及物動詞，常接受詞，如 lick an ice cream cone（舔冰淇淋甜筒）。	The dog licked its paws after the walk.	散步後，這隻狗舔了舔自己的爪子。
likelihood	noun	noun	the state of being likely or probable; probability	可能性；發生機率	常見 in all likelihood（很有可能地）、the likelihood of success（成功的可能性）。	In all likelihood, the meeting will be postponed until next week.	這場會議很有可能會延到下週舉行。
liken	verb	verb	to compare someone or something to another, pointing out a resemblance	把……比作	常接 to，如 liken something to something else，語氣書面正式，常見於文學或評論性文字。	Critics have likened her writing style to that of a famous novelist.	評論家把她的寫作風格比作某位著名小說家。
likewise	adverb	adverb	in the same way; also	同樣地；也	常用於承接前句，表示相同的行為或情況，如 do likewise（照樣做），語氣正式書面。	He apologized for the mistake, and his colleague did likewise.	他為這個錯誤道了歉，他的同事也照做了。
limb	noun	noun	an arm or leg of a person or four-legged animal, or a large branch of a tree	（人或動物的）肢；（樹的）主枝	常見 lose a limb（失去一肢）；也指樹木的大枝幹，如 a tree limb fell during the storm。	The tree lost a large limb during the windstorm.	這棵樹在暴風中掉落了一根大樹枝。
limestone	noun	noun	a sedimentary rock composed mainly of calcium carbonate, used in building	石灰岩	地質學用語，常見於建材脈絡，如 limestone quarry（石灰岩採石場）。	The ancient temple was built entirely from limestone blocks.	這座古老的寺廟完全由石灰岩石塊建造而成。
limitation	noun	noun	a restriction on the size, extent, or amount of something, or a weakness or shortcoming	限制；侷限	常見 recognize one's limitations（認清自己的侷限），語氣中性，可指外在規則或內在能力的限制。	Every method has its limitations when applied to real-world data.	每種方法在應用於現實世界的資料時都有其侷限性。
limp	adjective	adjective	lacking firmness or strength; not stiff	鬆軟無力的；軟弱的	常修飾 handshake、posture 等，如 a limp handshake（軟弱無力的握手），語氣帶輕微負面。	His limp handshake gave the impression that he lacked confidence.	他軟弱無力的握手給人一種缺乏自信的印象。
limp	verb	verb	to walk with difficulty because of an injury to a leg or foot	跛行；一瘸一拐地走	常見於描述受傷後的行走方式，如 limp across the finish line。	He limped off the field after twisting his ankle.	他扭傷腳踝後一瘸一拐地離開了球場。
linear	adjective	adjective	arranged in or resembling a straight line, or (of a process) following a clear, step-by-step order	線性的；直線的；按部就班的	常見 a linear equation（線性方程式）；比喻用法如 a linear career path（按部就班的職涯路徑）。	The story follows a linear narrative from beginning to end.	這個故事按照直線敘事，從頭到尾依序展開。
linen	noun	noun	fabric woven from flax fibers, or household items such as sheets and tablecloths made from this or similar material	亞麻布；（統稱）床單桌布等織品	常見 bed linen（床單被套），日常生活用語，常見於家居描述。	She changed the linen on the bed before her guests arrived.	客人抵達前，她換好了床單。
